paper_id,title,reference,venue,year,n_citation,author
1494,Leader-following consensus of nonlinear multi-agent systems with switching topologies and unreliable communications,-1,Neural Computing and Applications,2016,1,Bing Cui
1495,The role of dopamine in temporal uncertainty,-1,Journal of Cognitive Neuroscience,2016,1,Alessandro Tomassini
1496,"Tradeoffs for Space, Time, Data and Risk in Unsupervised Learning",-1,arXiv: Machine Learning,2016,50,Mario Lucic
1497,ColDICE: a parallel Vlasov-Poisson solver using moving adaptive simplicial tessellation,-1,Journal of Computational Physics,2016,50,T. Sousbie
1498,Multi-type display calculus for dynamic epistemic logic,-1,Journal of Logic and Computation,2016,50,Sabine Frittella
1499,Key Recovery Attacks on Iterated Even---Mansour Encryption Schemes,-1,Journal of Cryptology,2016,50,Itai Dinur
1500,Excluded Minors for Matroids Satisfying Kinser's Inequalities,-1,Graphs and Combinatorics,2016,0,Amanda Cameron
1501,Two-tier image annotation model based on a multi-label classifier and fuzzy-knowledge representation scheme,-1,Pattern Recognition,2016,3,Marina Ivasic-Kos
1502,Integrated policy management framework for IaaS Cloud middleware,-1,Computing,2016,0,Mauro Canuto
1503,Visual Similarity of Words Alone Can Modulate Hemispheric Lateralization in Visual Word Recognition: Evidence From Modeling Chinese Character Recognition,-1,Cognitive Science,2016,1,Janet Hui-wen Hsiao
1504,A set of measures to quantify the dynamicity of longitudinal social networks,-1,Complexity,2016,50,Shahadat Uddin
1505,Hot carrier degradation modeling of short-channel n-FinFETs suitable for circuit simulators,-1,Microelectronics Reliability,2016,0,I. Messaris
1506,Facial entire colouring of plane graphs,-1,Discrete Mathematics,2016,2,Igor Fabrici
1507,Iterative ensemble normalized cuts,-1,Pattern Recognition,2016,4,Li He
1508,On the Curse of Dimensionality in the Ritz Method,-1,Journal of Optimization Theory and Applications,2016,1,Giorgio Gnecco
1509,Analyzing user reviews in tourism with topic models,-1,Information Technology & Tourism,2016,18,Marco Rossetti
1510,Moduli spaces of torsion sheaves on K3 surfaces and derived equivalences,-1,Journal of The London Mathematical Society-second Series,2016,50,Nicolas Addington
1511,Absent extreme learning machine algorithm with application to packed executable identification,-1,Neural Computing and Applications,2016,1,Peidai Xie
1512,The Relationship Between Artificial and Second Language Learning,-1,Cognitive Science,2016,50,Marc Ettlinger
1513,Robust preconditioners for incompressible MHD models,-1,Journal of Computational Physics,2016,50,Yicong Ma
1514,Controllability and adaptation of linear time-invariant systems under irregular and Markovian sampling,-1,Automatica,2016,0,Ping Zhao
1515,A review of cyber security risk assessment methods for SCADA systems,-1,Computers & Security,2016,48,Yulia Cherdantseva
1516,Efficient convolutional neural networks for pixelwise classification on heterogeneous hardware systems,-1,international symposium on biomedical imaging,2016,50,Fabian Tschopp
1517,A Census of Tetrahedral Hyperbolic Manifolds,-1,Experimental Mathematics,2016,50,Evgeny Fominykh
1518,Robust Adaptive Sliding Mode Control for Nonlinear Uncertain Neutral Markovian Jump Systems,-1,Circuits Systems and Signal Processing,2016,50,Deyin Yao
1519,SIMD compression and the intersection of sorted integers,-1,Software - Practice and Experience,2016,50,Daniel Lemire
1520,Automatic detection of stridence in speech using the auditory model,-1,Computer Speech & Language,2016,0,Ružica Bilibajkić
1521,The automorphisms of bi-Cayley graphs,-1,Journal of Combinatorial Theory,2016,4,Jin-Xin Zhou
1522,"Reducing Digital Divide Effects Through Student Engagement in Coordinated Game Design, Online Resource Use, and Social Computing Activities in School",-1,Journal of the Association for Information Science and Technology,2016,50,Rebecca Reynolds
1523,Multi-criteria decision-making method based on a cross-entropy with interval neutrosophic sets,-1,International Journal of Systems Science,2016,50,Zhang-peng Tian
1524,A Single Sampling Plan Based on Exponentially Weighted Moving Average Model for Linear Profiles,-1,Quality and Reliability Engineering International,2016,50,Fu-Kwun Wang
1525,Borel structurability on the 2-shift of a countable group,-1,Annals of Pure and Applied Logic,2016,1,Brandon Seward
1526,Predictive / Reactive Planning and Scheduling of a Surgical Suite with Emergency Patient Arrival,-1,Journal of Medical Systems,2016,1,Mehdi Heydari
1527,Numerical method with high order accuracy for solving a anomalous subdiffusion equation,-1,Numerical Algorithms,2016,0,Y. Chen
1528,Proximal gradient method for huberized support vector machine,-1,Pattern Analysis and Applications,2016,50,Yangyang Xu
1529,"Apple disease classification using color, texture and shape features from images",-1,"Signal, Image and Video Processing",2016,50,Shiv Ram Dubey
1530,Restocking-Based Rollout Policies for the Vehicle Routing Problem with Stochastic Demand and Duration Limits,-1,Transportation Science,2016,50,Justin C. Goodson
1531,Reliable inference for complex models by discriminative composite likelihood estimation,-1,Journal of Multivariate Analysis,2016,0,Davide Ferrari
1532,Can information be spread as a virus? Viral Marketing as epidemiological model,-1,Mathematical Methods in The Applied Sciences,2016,50,Helena Sofia Rodrigues
1533,Integrated Optimization of Rolling Stock Rotations for Intercity Railways,-1,Transportation Science,2016,50,Ralf Borndörfer
1534,Parameter estimation of nonlinear chaotic system by improved TLBO strategy,-1,soft computing,2016,50,Hong-Jun Zhang
1535,Spatial network surrogates for disentangling complex system structure from spatial embedding of nodes,-1,Physical Review E,2016,50,Marc Wiedermann
1536,Cooperative detection and protection for Interest flooding attacks in named data networking,-1,International Journal of Communication Systems,2016,50,Kun Ding
1537,Defining emergence: Learning from flock behavior,-1,Complexity,2016,0,M. Berrondo
1538,GREEN protocol: gradient based energy efficient routing with network coding capacity,-1,Telecommunication Systems,2016,0,Faiza Nawaz
1539,A Spatial-Context-Based Approach for Automated Spatial Change Analysis of Piece-Wise Linear Building Elements,-1,Computer-aided Civil and Infrastructure Engineering,2016,4,Pingbo Tang
1540,A Novel Hybrid Text Summarization System for Punjabi Text,-1,Cognitive Computation,2016,1,Vishal Gupta
1541,A novel optimization framework for salient object detection,-1,The Visual Computer,2016,3,Hanling Zhang
1542,The full automorphism group of the power (di)graph of a finite group,-1,European Journal of Combinatorics,2016,2,Min Feng
1543,Classification of unbalance and misalignment in induction motors using orbital analysis and associative memories,-1,Neurocomputing,2016,2,José Juan Carbajal-Hernández
1544,Exact algorithms for size constrained 2-clustering in the plane,-1,Theoretical Computer Science,2016,50,Jianyi Lin
1545,Sleeping experts and bandits approach to constrained Markov decision processes,-1,Automatica,2016,0,Hyeong Soo Chang
1546,Digital nets with infinite digit expansions and construction of folded digital nets for quasi-Monte Carlo integration,-1,Journal of Complexity,2016,3,Takashi Goda
1547,Stability domains of the delay and PID coefficients for general time-delay systems,-1,International Journal of Control,2016,0,Elham Almodaresi
1548,Augmentation schemes for particle MCMC,-1,Statistics and Computing,2016,50,Paul Fearnhead
1549,Balancing of humanoid robot using contact force/moment control by task-oriented whole body control framework,-1,Autonomous Robots,2016,0,Yisoo Lee
1550,Network-based pathway enrichment analysis with incomplete network information,-1,Bioinformatics,2016,50,Jing Ma
1551,Copositivity tests based on the linear complementarity problem,-1,Computational Optimization and Applications,2016,50,Carmo P. Brás
1552,Reliable Supply Chain Network Design,-1,Decision Sciences,2016,50,Hakan Yildiz
1553,A systematic review of multi-label feature selection and a new method based on label construction,-1,Neurocomputing,2016,4,Newton Spolaôr
1554,Detection and classification of traffic lights for automated setup of road surveillance systems,-1,Multimedia Tools and Applications,2016,50,Xingmin Shi
1555,Simultaneous localization and mapping for aerial vehicles: a 3-D sensor-based GAS filter,-1,Autonomous Robots,2016,4,Pedro Lourenço
1556,Clustering and the hyperbolic geometry of complex networks,-1,workshop on algorithms and models for the web graph,2016,50,Elisabetta Candellero
1557,Perfect match model‐based link assignment to design topology for satellite constellation system,-1,International Journal of Satellite Communications and Networking,2016,0,Zhe Liu
1558,Modal Definability Based on Łukasiewicz Validity Relations,-1,Studia Logica,2016,0,Bruno Teheux
1559,Extended Formulations in Mixed Integer Conic Quadratic Programming,-1,Mathematical Programming Computation,2016,50,Juan Pablo Vielma
1560,Linear least squares problems involving fixed knots polynomial splines and their singularity study,-1,Applied Mathematics and Computation,2016,3,Z. Roshan Zamir
1562,Selection of correction candidates for the normalization of Spanish user generated content,-1,Natural Language Engineering,2016,50,Maite Melero
1563,"Bernoulli Trials of Fixed Parity, Random and Randomly Oriented Graphs",-1,Graphs and Combinatorics,2016,50,Christos Pelekis
1564,Error estimation and numerical solution of nonlinear fuzzy Fredholm integral equations of the second kind using triangular functions,-1,Journal of Intelligent and Fuzzy Systems,2016,0,Mahdi Baghmisheh
1565,Non-asymptotic adaptive prediction in functional linear models,-1,Journal of Multivariate Analysis,2016,0,Elodie Brunel
1566,RECONSTRUCTION PROCEDURES FOR TWO INVERSE SCATTERING PROBLEMS WITHOUT THE PHASE INFORMATION,-1,Siam Journal on Applied Mathematics,2016,50,Michael V. Klibanov
1567,Strongly separable codes,-1,"Designs, Codes and Cryptography",2016,3,Jing Jiang
1568,Unemployment Risks and Optimal Retirement in an Incomplete Market,-1,Operations Research,2016,50,Alain Bensoussan
1569,Channel discovery algorithms for interference avoidance in smart grid communication networks: a survey,-1,communications and mobile computing,2016,2,Teng-Hui Wang
1570,"Wikipedia, collective memory, and the Vietnam war",-1,Journal of the Association for Information Science and Technology,2016,50,Brendan Luyt
1571,Consistent estimation of survival functions under uniform stochastic ordering; the k -sample case,-1,Journal of Multivariate Analysis,2016,0,Hammou El Barmi
1572,Channeling the water data deluge: a system for flexible integration and analysis of hydrologic data,-1,International Journal of Digital Earth,2016,1,Michael P. McGuire
1573,Automatic segmentation of the striatum and globus pallidus using MIST: Multimodal Image Segmentation Tool.,-1,NeuroImage,2016,1,Eelke Visser
1575,Optimized load planning for motorail transportation,-1,Computers & Operations Research,2016,1,Pascal Lutter
1576,Sets with many pairs of orthogonal vectors over finite fields,-1,Finite Fields and Their Applications,2016,0,Omran Ahmadi
1577,Empirical evaluation of the link and content-based focused Treasure-Crawler,-1,Computer Standards & Interfaces,2016,8,Ali Seyfi
1578,Convergence studies on block iterative algorithms for image reconstruction,-1,Applied Mathematics and Computation,2016,0,Xue-Ping Guo
1579,Assuring safety in air traffic control systems with argumentation and model checking,-1,Expert Systems With Applications,2016,4,Sergio Alejandro Gómez
1580,On the ideal associated to a linear code,-1,Advances in Mathematics of Communications,2016,50,Irene Márquez-Corbella
1581,Biomechanical evaluation of the pathophysiologic developmental mechanisms of mitral valve prolapse: effect of valvular morphologic alteration,-1,Medical & Biological Engineering & Computing,2016,0,Ahnryul Choi
1582,RProtoBuf: Efficient Cross-Language Data Serialization in R,-1,Journal of Statistical Software,2016,50,Dirk Eddelbuettel
1583,Cyclic correntropy and its spectrum in frequency estimation in the presence of impulsive noise,-1,Signal Processing,2016,4,Shengyang Luan
1585,Autonomous Vehicle Emergency Recovery Tool: A Cooperative Robotic System for Car Extraction,-1,Journal of Field Robotics,2016,0,Angelos Amanatiadis
1586,On how to solve large-scale log-determinant optimization problems,-1,Computational Optimization and Applications,2016,0,Chengjing Wang
1587,Design of interval observer for a class of uncertain unobservable nonlinear systems,-1,Automatica,2016,1,Gang Zheng
1588,"A cut-free sequent system for Grzegorczyk logic, with an application to the Gödel-McKinsey-Tarski embedding",-1,Journal of Logic and Computation,2016,4,Roy Dyckhoff
1589,Patch-based Scale Calculation for Real-time Visual Tracking,-1,IEEE Signal Processing Letters,2016,1,Yulong Xu
1590,Asymptotically optimal sampling-based kinodynamic planning,-1,The International Journal of Robotics Research,2016,8,Yanbo Li
1591,Model-based clustering using copulas with applications,-1,Statistics and Computing,2016,50,Ioannis Kosmidis
1592,A quantum extension to inspection game,-1,European Physical Journal B,2016,0,Xinyang Deng
1595,"Next generation IEEE 802.11 Wireless Local Area Networks: Current status, future directions and open challenges",-1,Computer Communications,2016,5,Boris Bellalta
1597,Weight computation of criteria in a decision-making problem by knowledge measure with intuitionistic fuzzy set and interval-valued intuitionistic fuzzy set,-1,soft computing,2016,50,Satyajit Das
1598,SGDD: self-managed grid-based data dissemination protocol for mobile sink in wireless sensor network,-1,International Journal of Communication Systems,2016,1,Mohammad Reza Majma
1599,Feedback in technology‐based instruction: Learner preferences,-1,British Journal of Educational Technology,2016,1,David Lefevre
1600,"MEPD: medaka expression pattern database, genes and more",-1,Nucleic Acids Research,2016,0,Juan Ignacio Alonso-Barba
1601,Using the nonhomogeneous frontier two-stage DEA model to assess the efficiencies of expense utilization and operation of the Taiwanese hotel industry,-1,International Transactions in Operational Research,2016,50,Chin-wei Huang
1602,A Shrinkage Approach for Failure Rate Estimation of Rare Events,-1,Quality and Reliability Engineering International,2016,0,Xun Xiao
1603,ALRT‐based energy detection using uniform noise distribution,-1,Wireless Communications and Mobile Computing,2016,0,Kezhi Wang
1604,EWMA Control Chart for Poisson–Exponential Lifetime Distribution Under Type I Censoring,-1,Quality and Reliability Engineering International,2016,1,Syed Muhammad Muslim Raza
1605,A Reconfigurations Analogue of Brooks' Theorem and its Consequences,-1,Journal of Graph Theory,2016,50,Carl Feghali
1606,Autonomous and adaptive beaconing strategy for multi‐interfaced wireless mobile nodes,-1,Wireless Communications and Mobile Computing,2016,50,Rafaa Tahar
1607,Automorphisms of η-Like Computable Linear Orderings and Kierstead’s Conjecture,-1,Mathematical Logic Quarterly,2016,0,Charles M. Harris
1608,An ACO-based intercell scheduling approach for job shop cells with multiple single processing machines and one batch processing machine,-1,Journal of Intelligent Manufacturing,2016,4,Dongni Li
1610,A Smoothed Dual Approach for Variational Wasserstein Problems,-1,Siam Journal on Imaging Sciences,2016,10,Marco Cuturi
1611,Local Pinning of Networks of Multi-Agent Systems With Transmission and Pinning Delays,-1,IEEE Transactions on Automatic Control,2016,50,Wenlian Lu
1612,STC: A Simple to Complex Framework for Weakly-supervised Semantic Segmentation,-1,IEEE Transactions on Pattern Analysis and Machine Intelligence,2016,50,Yunchao Wei
1613,Efficiently intertwining widening and narrowing,-1,Science of Computer Programming,2016,11,Gianluca Amato
1614,The Effect of Estimation Error on Risk-Adjusted Survival Time CUSUM Chart Performance,-1,Quality and Reliability Engineering International,2016,50,Min Zhang
1615,Douglas---Rachford splitting for nonconvex optimization with application to nonconvex feasibility problems,-1,Mathematical Programming,2016,50,Guoyin Li
1616,Personalized news recommendation based on articles chain building,-1,Neural Computing and Applications,2016,50,Wanrong Gu
1617,On error rate performance of multi-cell massive MIMO systems with linear receivers,-1,Physical Communication,2016,50,Haiquan Wang
1618,Heteroclinic cycles in Hopfield networks,-1,Journal of Nonlinear Science,2016,1,Pascal Chossat
1619,Geometry simplification according to semantic constraints,-1,Computer Science - Research and Development,2016,0,Daniel Ladenhauf
1620,User capacity of wireless physical-layer identification: An information-theoretic perspective,-1,international conference on communications,2016,50,Wenhao Wang
1621,Freeform digital ink annotations in electronic documents: A systematic mapping study,-1,Computers & Graphics,2016,3,Craig J. Sutherland
1622,Free energies of solvation in the context of protein folding: Implications for implicit and explicit solvent models.,-1,Journal of Computational Chemistry,2016,0,Alexander Cumberworth
1623,Measures of Consistency for DEMATEL Method,-1,Communications in Statistics - Simulation and Computation,2016,0,Jiunn-I Shieh
1624,A privacy‐preserving distance‐based incentive scheme in opportunistic VANETs,-1,Security and Communication Networks,2016,50,Jun Song
1626,Mapping Generative Models onto a Network of Digital Spiking Neurons,-1,IEEE Transactions on Biomedical Circuits and Systems,2016,0,Bruno U. Pedroni
1627,A multi-objective TLBO algorithm for balancing two-sided assembly line with multiple constraints,-1,Journal of Intelligent Manufacturing,2016,50,Dashuang Li
1628,Higher Order Differentiation over Finite Fields with Applications to Generalising the Cube Attack,-1,"Designs, Codes and Cryptography",2016,0,Ana Sălăgean
1629,Continuum in the X-Z---Y weak bonds: Z= main group elements.,-1,Journal of Computational Chemistry,2016,0,Jyothish Joy
1630,Fast accessing Web3D contents using lightweight progressive meshes,-1,Computer Animation and Virtual Worlds,2016,50,Laixiang Wen
1632,Multi-period hub network design problems with modular capacities,-1,Annals of Operations Research,2016,50,Sibel A. Alumur
1633,Rockin' robins: Do congresswomen rule the roost in the Twittersphere?,-1,Journal of the Association for Information Science and Technology,2016,1,Heather K. Evans
1634,Differential evolution with multi-population based ensemble of mutation strategies,-1,Information Sciences,2016,60,Guohua Wu
1635,Keyboard-based control of four-dimensional rotations,-1,Journal of Visualization,2016,1,Akira Kageyama
1636,“It’s just not that exciting anymore”: The changing centrality of SMS in the everyday lives of young Danes,-1,New Media & Society,2016,50,Troels Fibæk Bertel
1637,An Optimization View of Financial Systemic Risk Modeling: Network Effect and Market Liquidity Effect,-1,Operations Research,2016,50,Nan Chen
1638,Final‐year projects using open source OpenEEG,-1,Computer Applications in Engineering Education,2016,0,Tim Collins
1640,Determinants and consequences of Facebook feature use,-1,New Media & Society,2016,50,Cheng-Yu Lai
1641,Integrative Bayesian analysis of neuroimaging-genetic data with application to cocaine dependence,-1,NeuroImage,2016,0,Shabnam Azadeh
1642,Exact multi-length scale and mean invariant motif discovery,-1,Applied Intelligence,2016,3,Yasser F. O. Mohammad
1643,On the Complexity of the Rank Syndrome Decoding Problem,-1,IEEE Transactions on Information Theory,2016,50,Philippe Gaborit
1644,Enriching 3D optical surface scans with prior knowledge: tissue thickness computation by exploiting local neighborhoods,-1,computer assisted radiology and surgery,2016,50,Tobias Wissel
1645,Fast retinal vessel analysis,-1,Journal of Real-time Image Processing,2016,16,Michael Krause
1646,Beyond the Richter-Thomassen conjecture,-1,symposium on discrete algorithms,2016,1,János Pach
1647,Using the Default Option Bias to Influence Decision Making While Driving,-1,International Journal of Human-computer Interaction,2016,2,Klaus Goffart
1648,Governance Experiments in Water Management: From Interests to Building Blocks.,-1,Science and Engineering Ethics,2016,50,Neelke Doorn
1650,A SPoARC in the Dark: Spatialization in Verbal Immediate Memory,-1,Cognitive Science,2016,50,Alessandro Guida
1651,Geoengineering as Collective Experimentation,-1,Science and Engineering Ethics,2016,50,Jack Stilgoe
1652,EdgeCentric: Anomaly Detection in Edge-Attributed Networks,-1,international conference on data mining,2016,50,Neil Shah
1653,Attitude Estimation and Control Using Linearlike Complementary Filters: Theory and Experiment,-1,IEEE Transactions on Control Systems and Technology,2016,7,L. Benziane
1654,Effects of pose and image resolution on automatic face recognition,-1,IET Biometrics,2016,50,Zahid Mahmood
1656,GenSVM: a generalized multiclass support vector machine,-1,Journal of Machine Learning Research,2016,4,Gerrit J. J. Van Den Burg
1657,fMRI neurofeedback of amygdala response to aversive stimuli enhances prefrontal-limbic brain connectivity.,-1,NeuroImage,2016,0,Christian Paret
1658,A combined finite element and oversampling multiscale Petrov-Galerkin method for the multiscale elliptic problems with singularities,-1,Journal of Computational Physics,2016,0,Fei Song
1659,Complexity of the Game Domination Problem,-1,Theoretical Computer Science,2016,50,Boštjan Brešar
1660,Linearly Convergent Away-Step Conditional Gradient for Non-strongly Convex Functions,-1,Mathematical Programming,2016,50,Amir Beck
1661,Detection of Moving Objects Using Fuzzy Color Difference Histogram Based Background Subtraction,-1,IEEE Signal Processing Letters,2016,3,Deepak Kumar Panda
1662,A multi-objective genetic type-2 fuzzy logic based system for mobile field workforce area optimization,-1,Information Sciences,2016,12,Andrew Starkey
1663,A branch-and-cut algorithm for two-level survivable network design problems,-1,Computers & Operations Research,2016,9,Inmaculada Rodríguez-Martín
1664,The congruity between linkage‐based factors and content‐based clusters—an experimental study using multiple document corpora,-1,Journal of the Association for Information Science and Technology,2016,0,Tsung Teng Chen
1666,A Case Study in Estimating Avionics Availability from Field Reliability Data,-1,Quality and Reliability Engineering International,2016,50,Ettore Settanni
1667,On the asymptotic normality of kernel estimators of the long run covariance of functional time series,940,Journal of Multivariate Analysis,2016,0,István Berkes
1668,Integrating community-based participatory research and informatics approaches to improve the engagement and health of underserved populations,-1,Journal of the American Medical Informatics Association,2016,50,Kim M. Unertl
1670,Accurate inverse-consistent symmetric optical flow for 4D CT lung registration,-1,Biomedical Signal Processing and Control,2016,1,Zhulou Cao
1671,A Mixing Matrix Estimation Algorithm for Underdetermined Blind Source Separation,-1,Circuits Systems and Signal Processing,2016,50,Yibing Li
1672,Real-time prediction of inpatient length of stay for discharge prioritization,-1,Journal of the American Medical Informatics Association,2016,50,Sean L. Barnes
1673,3D conservative cascade semi-Lagrangian transport scheme using reduced latitude-longitude grid (CCS-RG),-1,Journal of Computational Physics,2016,0,Vladimir V. Shashkin
1674,A joint subcarrier selection and power allocation scheme using variational inequality in OFDM‐based cognitive relay networks,-1,Wireless Communications and Mobile Computing,2016,50,Jun Peng
1675,HEMS: a home energy market simulator,-1,Computer Science - Research and Development,2016,50,Andrea Monacchi
1676,A Lock-Free Hash Trie Design for Concurrent Tabled Logic Programs,-1,International Journal of Parallel Programming,2016,2,Miguel Areias
1677,Fault detection for linear distributed-parameter systems using finite-dimensional functional observers,-1,International Journal of Control,2016,0,Joachim Deutscher
1678,"Multi-class, multi-resource advance scheduling with no-shows, cancellations and overbooking",-1,Computers & Operations Research,2016,11,Mahshid Salemi Parizi
1679,Performance evaluation of TCP Vegas in WiMAX network asymmetry,-1,International Journal of Wireless and Mobile Computing,2016,0,Kailash Chandra Bandhu
1680,Evaluation of Brazilian airlines nonradial efficiencies and targets using an alternative DEA approach,-1,International Transactions in Operational Research,2016,50,Silvio Figueiredo Gomes Júnior
1681,A new run-up algorithm based on local high-order analytic expansions,-1,Journal of Computational and Applied Mathematics,2016,1,G. S. Khakimzyanov
1683,Interdependent Preferences and Strategic Distinguishability,-1,Econometrica,2016,50,Dirk Bergemann
1684,2016 update of the PRIDE database and its related tools,-1,Nucleic Acids Research,2016,8,Juan Antonio Vizcaíno
1685,A Branch-and-Cut Algorithm for the Single Truck and Trailer Routing Problem with Satellite Depots,-1,Transportation Science,2016,50,José Manuel Belenguer
1686,A rule-based procedure for automatic recognition of design patterns in UML diagrams,-1,Software - Practice and Experience,2016,50,Beniamino Di Martino
1687,Equitable list point arboricity of graphs,-1,Filomat,2016,0,Xin Zhang
1688,Scientific Research Measures,-1,Journal of the Association for Information Science and Technology,2016,0,Marco Frittelli
1690,Lexical state analyzer for JavaCC grammars,-1,Software - Practice and Experience,2016,50,Kartik Gupta
1691,A design pattern for optimizations in data intensive applications using ABS and JAVA 8,-1,Concurrency and Computation: Practice and Experience,2016,2,Vlad Serbanescu
1692,Online discrete optimization in social networks in the presence of knightian uncertainty,-1,Operations Research,2016,50,Maxim Raginsky
1693,Efficient axial symmetry aware mesh approximation with application to 3D pottery models,-1,Multimedia Tools and Applications,2016,0,Saeid Mansouri
1694,A transformation-based approach to testing concurrent programs using UML activity diagrams,-1,Software - Practice and Experience,2016,2,Chang-ai Sun
1695,Construction and implementation of asymptotic expansions for Jacobi---type orthogonal polynomials,-1,Advances in Computational Mathematics,2016,50,Alfredo Deaño
1696,Hybridizing electromagnetism-like mechanism algorithm with migration strategy for layout and size optimization of truss structures with frequency constraints,-1,Neural Computing and Applications,2016,0,Yousef Hosseinzadeh
1697,"Early Birds, Night Owls,and Tireless/Recurring Itinerants: An Exploratory Analysis of Extreme Transit Behaviors in Beijing, China",-1,Habitat International,2016,50,Ying Long
1698,The political blog space: A new arena for political representation?,-1,New Media & Society,2016,1,Martin Karlsson
1699,Faster Spectral Sparsification and Numerical Algorithms for SDD Matrices,-1,ACM Transactions on Algorithms,2016,50,Ioannis Koutis
1700,Analyzing data citation practices using the data citation index,-1,Journal of the Association for Information Science and Technology,2016,50,Nicolás Robinson-García
1701,Time and Energy Performance of Parallel Systems with Hierarchical Memory,-1,grid computing,2016,0,Jędrzej M. Marszałkowski
1703,Concurrency in electrical neuroinformatics: parallel computation for studying the volume conduction of brain electrical fields in human head tissues,-1,Concurrency and Computation: Practice and Experience,2016,2,Adnan Salman
1704,Rationally inattentive control of Markov processes,-1,Siam Journal on Control and Optimization,2016,50,Ehsan Shafieepoorfard
1705,An efficient memory-based electromagnetism-like mechanism for the redundancy allocation problem,-1,soft computing,2016,12,Mohammad Teimouri
1706,Nonrepetitive colouring via entropy compression,-1,Combinatorica,2016,50,Vida Dujmović
1708,Construction of symplectic (partitioned) Runge-Kutta methods with continuous stage,-1,Applied Mathematics and Computation,2016,50,Wensheng Tang
1709,Layered graph models and exact algorithms for the generalized hop-constrained minimum spanning tree problem,-1,Computers & Operations Research,2016,6,Markus Leitner
1710,A new boundary condition for homogenization of high-contrast random heterogeneous materials,-1,International Journal of Computer Mathematics,2016,50,Yatao Wu
1712,A Comparative Study between the Dynamic Behaviours of Standard Cellular Automata and Network Cellular Automata Applied to Cryptography,-1,International Journal of Intelligent Systems,2016,0,Heverton B. Macêdo
1713,A note on systems with ordinary and impulsive controls,-1,Ima Journal of Mathematical Control and Information,2016,50,M. Soledad Aronna
1714,Visualizing Waypoints-Constrained Origin-Destination Patterns for Massive Transportation Data,-1,Computer Graphics Forum,2016,0,Wei Zeng
1715,Efficient editing and data abstraction by finding homogeneous clusters,-1,Annals of Mathematics and Artificial Intelligence,2016,2,Stefanos Ougiaroglou
1716,Utility-Based Optimal Precoding for SWIPT in MIMO Broadcasting Systems,-1,Wireless Personal Communications,2016,1,Bing Fang
1717,Coupling mode-destination accessibility with seismic risk assessment to identify at-risk communities,-1,Reliability Engineering & System Safety,2016,0,Mahalia Miller
1719,Visual7W: Grounded Question Answering in Images,-1,computer vision and pattern recognition,2016,70,Yuke Zhu
1720,Highlighting Relationships of a Smartphone’s Social Ecosystem in Potentially Large Investigations,-1,"IEEE Transactions on Systems, Man, and Cybernetics",2016,50,Panagiotis Andriotis
1721,A caterpillar climbing robot with spine claws and compliant structural modules,-1,Robotica,2016,1,Wei Wang
1723,Preventing Incomplete/Hidden Requirements: Reflections on Survey Data from Austria and Brazil,-1,arXiv: Software Engineering,2016,50,Marcos Kalinowski
1724,Convergence of Markovian Stochastic Approximation with discontinuous dynamics,-1,Siam Journal on Control and Optimization,2016,8,Gersende Fort
1725,Optimal synthesis of a spherical parallel mechanism for medical application,-1,Robotica,2016,5,T. Essomba
1726,Efficient parallel implementation of incompressible pipe flow algorithm based on SIMPLE,-1,Concurrency and Computation: Practice and Experience,2016,2,Jilin Zhang
1727,A fuzzy-based credibility model to assess Web services trust under uncertainty,-1,Journal of Systems and Software,2016,50,Zohra Saoud
1728,"MPI and UPC broadcast, scatter and gather algorithms in Xeon Phi",-1,Concurrency and Computation: Practice and Experience,2016,50,Damián A. Mallón
1729,SemGraph: Extracting keyphrases following a novel semantic graph-based approach,-1,Journal of the Association for Information Science and Technology,2016,9,Juan Martinez-Romo
1730,Flexibility analysis of process supply chain networks,-1,Computers & Chemical Engineering,2016,0,Han Wang
1731,Reduction and Fixed Points of Boolean Networks and Linear Network Coding Solvability,-1,IEEE Transactions on Information Theory,2016,2,Maximilien Gadouleau
1732,What is a flag for? Social media reporting tools and the vocabulary of complaint,-1,New Media & Society,2016,3,Kate Crawford
1733,A low complexity coherent integration method for maneuvering target detection,-1,Digital Signal Processing,2016,5,Xiaolong Li
1734,Implementation of an Embedded Web Server Application for Wireless Control of Brain Computer Interface Based Home Environments,-1,Journal of Medical Systems,2016,1,Eda Akman Aydin
1735,Explicit Bounds for Entropy Concentration Under Linear Constraints,-1,IEEE Transactions on Information Theory,2016,0,Kostas N. Oikonomou
1736,Robust H∞ containment control for uncertain multi-agent systems with inherent nonlinear dynamics,-1,International Journal of Systems Science,2016,3,Ping Wang
1737,Data transfer minimization for financial derivative pricing using Monte Carlo simulation with GPU in 5G,-1,International Journal of Communication Systems,2016,50,Meikang Qiu
1738,Online Scheduling of Jobs with Fixed Start Times on Related Machines,-1,Algorithmica,2016,3,Leah Epstein
1739,On Slepian---Wolf Theorem with Interaction,-1,computer science symposium in russia,2016,0,Alexander Kozachinskiy
1740,Nonlinearity measures of random Boolean functions,-1,Cryptography and Communications,2016,50,Kai-Uwe Schmidt
1741,Monitoring Process Variance Using an ARL-unbiased EWMA-p Control Chart,-1,Quality and Reliability Engineering International,2016,1,Su-Fen Yang
1742,A multi-period ordering and clearance pricing model considering the competition between new and out-of-season products,-1,Annals of Operations Research,2016,50,Xiang Li
1743,On Hilbert bases of cuts,-1,Discrete Mathematics,2016,0,Luis L. Goddyn
